Date Added,Status,Pest family,Pest Name,Common name or abbreviation,Type of pest,EU and EPPO listing,High levels of uncertainty associated with the risk scores for this pest,Key uncertainty,Potential impact of key uncertainty,Climate uncertainty,Potential impact of Climate uncertainty,Current Distribution uncertainty,Potential impact of Current Distribution uncertainty,UK Distribution uncertainty,Potential impact of UK Distribution uncertainty,Hosts uncertainty,Potential impact of Hosts uncertainty,Impact uncertainty,Potential impact of Impact uncertainty,Pathways uncertainty,Potential impact of Pathways uncertainty,Regulation uncertainty,Potential impact of Regulation uncertainty,Taxonomy uncertainty,Potential impact of Taxonomy uncertainty,Other uncertainty,Potential impact of Other uncertainty,Major Hosts,UK,Europe,Global Distribution,Pathways,Pathway Assessed for Entry to UK,Scenario for Risk Register,Likelihood,Impact ,Value at Risk,UK Relative Risk Rating (unmitigated),Regulation,Surveillance,Industry Scheme,Contingency plan,Awareness,Research,Likelihood,Impact ,UK Relative Risk Rating (mitigated),Regulation,Deregulation or reduced regulation,Management by Industry,Targeted Survey,PRA,Contingency Plan,Publicity,Research,Action,General Comments
08-Oct-13,Live - Archived,Gelechiidae,Tuta absoluta,Cogollero del tomate; Polilla del tomate; Polilla perforadora; South American tomato moth; South American tomato pinworm; Tomato borer; Tomato leaf miner moth; Tra�a-do-tomateiro,Insect,EPPO A2,,,,,,,,,,,,,,,,,,,,,,Beta vulgaris; Citrullus lanatus; Jatropha curcas; Solanum lycopersicum; Medicago sativa; Phaseolus vulgaris; Solanum melongena; Solanum muricatum; Solanum tuberosum; Spinacia oleracea,Present (Unknown Distribution),Albania; Austria; Bosnia-Herzegovina; Belgium; Bulgaria; Switzerland; Cyprus; Czech Republic; Germany; Spain; France; Guernsey; Greece; Croatia; Hungary; Italy; Lithuania; Montenegro; Republic of North Macedonia; Malta; Netherlands; Norway; Portugal; Romania; Serbia; Russia; Slovenia; T�rkiye; Ukraine,Argentina; Bolivia; Brazil; Chile; Colombia; Ecuador; Peru; Paraguay; Uruguay; Venezuela; Angola; Burkina Faso; Burundi; Botswana; Congo (Democratic Rep.); Cabo Verde; Algeria; Egypt; Ethiopia; Ghana; Equatorial Guinea; Kenya; Lesotho; Libya; Morocco; Mauritius; Mozambique; Namibia; Niger; Nigeria; Rwanda; Sudan; Senegal; Sao Tome and Principe; Tunisia; Tanzania; Uganda; Mayotte; South Africa; Zambia; Zimbabwe; United Arab Emirates; Azerbaijan; Bangladesh; Bahrain; Georgia; Israel; India; Iraq; Iran; Jordan; Japan; Kyrgyzstan; South Korea; Kuwait; Lebanon; Nepal; Qatar; Saudi Arabia; Syria; Thailand; Tajikistan; Uzbekistan; Yemen; Costa Rica; Haiti; Panama,Hitchhiking; Fruits or vegetables; Plants for planting (except seeds bulbs and tubers),Fruits or vegetables,Pest spreads to maximum extent,3,3,3,27,,,Industry surveillance; awareness,,UK local or industry awareness,Targeted UK projects,3,3,27,,,Y,,,,,,No statutory action against findings,Moth pest of tomato native to South America. Now established in Mediterranean areas; and present in glasshouses further north including the UK. Also establlished in many other parts of the world.  Can be controlled through good hygiene and IPM.
08-Oct-13,Live - Archived,Telotylenchidae,Tylenchorhynchus claytoni,Stunt nematode; Tobacco stunt nematode,Nematode,,,,,,,,,,,,,,,,,,,,,,,Avena sativa; Glycine max; Gossypium; Poaceae (family); Lolium; Medicago sativa; Nandina; Nicotiana tabacum; Olea europaea; Oryza sativa; Paeonia; Photinia glabra; Pinus; Pisum sativum; Polystichum adiantiforme; Prunus persica; Rhododendron; Saccharum officinarum; Secale cereale; Solanum; Trifolium; Zea mays; Rhododendron (Azalea),Present (Limited),Belgium; Bulgaria; Switzerland; Cyprus; Germany; Denmark; Netherlands; T�rkiye,Canada; United States; Australia; South Africa; Bangladesh; China; India; Japan; South Korea; Honduras,Soil/growing medium,,Pest spreads to maximum extent,1,3,5,15,,,,,,,1,3,15,,,,,,,,,No statutory action,Polyphagous nematode pest already present in UK with a limited distribution. This species is known to be particularly damaging to Azaleas; but could move into crops such as maize and forestry crops (Pinus) in the longer term.
08-Oct-13,Live - Archived,Telotylenchidae,Tylenchorhynchus crassicaudatus,Stunt nematode,Nematode,,,,,,,,,,,,,,,,,,,,,,,Artocarpus integer (= integra); Averrhoa carambola; Mangifera indica; Musa paradisiaca (M. x paradisica) plantain; Oryza sativa; Saccharum officinarum; Sorghum; Rosaceae (family),Absent,Hungary,Venezuela; Australia; Mauritius; Sudan; China; India; Japan; Pakistan; Thailand; Puerto Rico,Soil/growing medium; Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,2,2,5,20,Prohibition of key pathway (soil) but present in Hungary,,,,,,2,2,20,,,,,,,,,No statutory action,Nematode pest of rice and other tropical crops; mainly found in Asia and Central America. Unlikely to pose a high risk in UK.
08-Oct-13,Live - Archived,Telotylenchidae,Tylenchorhynchus leviterminalis,Stunt nematode,Nematode,,,,,,,,,,,,,,,,,,,,,,,Anacardium occidentale; Ananas; Artocarpus; Bambusa; Litchi; Solanum lycopersicum; Mangifera indica; Musa; Oryza sativa; Saccharum officinarum,Absent,,Africa; United States; Brazil; Papua New Guinea; China; India; Iran; Japan; Pakistan; Thailand; Taiwan; Vietnam,Soil/growing medium; Plants for planting (except seeds bulbs and tubers),Plants for planting (with soil),Pest is introduced,1,4,2,8,Prohibition of key pathway (soil),,,,,,1,4,8,,,,,,,,,No statutory action,Nematode pest mainly found in warmer parts of the world. Unlikely to pose a high risk in the UK.
08-Oct-13,Live - Archived,Tylenchulidae,Tylenchulus semipenetrans,Citrus nematode; Citrus root nematode; Nematode; citrus; Root nematode,Nematode,Regulated non quarantine pest (Northern Ireland),,Whether this species could build up to damaging populations in the cooler UK climate.,,Whether this species could build up to damaging populations in the cooler UK climate. Whether the nematode is found with hosts planted in cooler parts of the world.,,The limits of its distribution in cooler parts of the world.,,,,,,,,,,,,,,,,Diospyros; Fortunella; Olea europaea; Philadelphus coronarius; Poncirus; Poncirus trifoliata; Syringa vulgaris; Vitis vinifera; Citrus,Absent,Albania; Cyprus; Spain; France; Greece; Italy; Malta; Portugal; T�rkiye,Mexico; United States; Argentina; Bolivia; Brazil; Chile; Colombia; Peru; Uruguay; Venezuela; Australia; Fiji; New Caledonia; French Polynesia; Papua New Guinea; Tonga; Samoa; Congo (Democratic Rep.); Central African Republic; Congo (Brazzaville); Cote d'Ivoire; Algeria; Egypt; Ethiopia; Guinea; Kenya; Libya; Morocco; Malawi; Mozambique; Nigeria; Sudan; Senegal; Tunisia; Tanzania; Uganda; South Africa; Zimbabwe; Afghanistan; Azerbaijan; Bahrain; Brunei; China; Indonesia; Israel; India; Iraq; Iran; Jordan; Japan; South Korea; Lebanon; Sri Lanka; Malaysia; Oman; Philippines; Pakistan; Saudi Arabia; Syria; Thailand; Taiwan; Uzbekistan; Vietnam; Yemen; Bermuda; Belize; Costa Rica; Cuba; Dominica; Grenada; Guadeloupe; Honduras; Jamaica; Saint Lucia; Martinique; Panama; Puerto Rico; El Salvador; Trinidad and Tobago; Saint Vincent and the Grenadines,Soil/growing medium; Plants for planting (except seeds bulbs and tubers),Plants for planting (with soil),Pest is introduced,2,3,2,12,Regulated non quarantine pest (Northern Ireland),,,,,,2,3,12,,,,,,,,,No statutory action in Great Britain. Statutory action in line with regulations for Northern Ireland.,Nematode pest affecting mainly crops in the Mediterranean which has been intercepted in the UK. Unlikely to pose a significant plant health threat; but UK vineyards may wish to take into account when sourcing supplies. 
08-Oct-13,Live - Archived,Diaspididae,Unaspis citri,Citrus snow scale; Orange chionaspis; White louse scale; white louse scale;,Insect,Regulated quarantine pest (Northern Ireland). EPPO A1,,,,,,,,,,,,,,,,,,,,,,Citrofortunella microcarpa; Citrus limon; Citrus paradisi; Citrus reticulata; Citrus sinensis; Fortunella; Poncirus trifoliata; Citrus; Citroncirus,Absent,Malta; Portugal,Mexico; United States; Argentina; Bolivia; Brazil; Chile; Colombia; Ecuador; French Guiana; Guyana; Peru; Paraguay; Uruguay; Venezuela; Australia; Fiji; New Caledonia; New Zealand; Solomon Islands; Tonga; Vanuatu; Wallis et Futuna; Samoa; Benin; Congo (Democratic Rep.); Congo (Brazzaville); Cote d'Ivoire; Cameroon; Egypt; Gabon; Guinea; Madagascar; Mauritius; Niger; Nigeria; Sierra Leone; Senegal; Togo; China; Indonesia; Japan; Malaysia; Singapore; Syria; Vietnam; Yemen; Antigua and Barbuda; Barbados; Bermuda; Cuba; Dominica; Dominican Republic; Grenada; Guadeloupe; Honduras; Haiti; Jamaica; Saint Kitts and Nevis; Saint Lucia; Martinique; Panama; Puerto Rico; El Salvador; Saint Vincent and the Grenadines; British Virgin Islands,Cut flowers or branches; Plants for planting (except seeds bulbs and tubers),,Pest is introduced,0,0,0,1,Regulated quarantine pest (NI),,,,,,0,0,1,,,,,,,,,No statutory action in Great Britain. Statutory action in line with regulations for Northern Ireland.,Essentially a citrus scale insect pest; which occasionally occurs on other products. 
22-Jan-14,Live,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pest is introduced,,,,,,,,,,,,,,,,,,,,,,Maintain activity on horizon scanning with international networks; and intensify generic measures on pathways and receptor systems.,
28-Nov-23,Live,Siricidae,Urocerus japonicus,,Insect,Provisional quarantine pest (Great Britain). Japanese bonsai derogation (Northern Ireland).,,Hosts,,,,,,,,Are the other hosts noted anecdotally in the literature true hosts; as these represent more significant hosts in terms of impacts on the timber industry.,,,,What is the likelihood of being imported with plants for planting or WPM?,,,,,,,,Abies; Abies firma; Abies homolepis; Abies sachalinensis; Chamaecyparis obtusa; Cryptomeria japonica; Larix; Larix kaempferi; Picea; Pinus; Pinus densiflora; Pinus parviflora; Pinus thunbergii,Absent,,Japan; North Korea; South Korea,Non-squared wood; Bark; Squared wood; Plants for planting (except seeds bulbs and tubers); Wood packaging material,Non-squared wood,Pest is introduced,3,3,4,36,Provisional quarantine pest (Great Britain). Japanese bonsai derogation (Northern Ireland).,,,,,,2,3,24,Y,,,,,,,,Statutory action in Great Britain,Wood wasp present in Japan and the Korean peninsula whose larvae primarily feed on the sapwood of stressed or felled Cryptomeria and Chamaecyparis trees. Damage is caused by emergence holes and larval galleries; as well as indirectly via the introduction of a fungal symbiont which leads to discolouration of the timber. It is not considered a primary pest in the known distribution.
08-Oct-13,Live - Archived,Tilletiaceae,Urocystis agropyri,Flag smut of grasses; Flag smut of wheat,Fungus,,,,,,,,,,,,,,,,,,,,,,,Aegilops; Agropyron; Agrostis; Andropogon; Arrhenatherum; Bromus; Dactylis; Deschampsia; Elymus; Festuca; Hierochloe; Hordeum; Koeleria; Lolium; Phleum; Poa; Triticum,Present (Widespread),Bulgaria; Switzerland; Cyprus; Czech Republic; Germany; Denmark; Estonia; Spain; Finland; France; Greece; Hungary; Ireland; Italy; Lithuania; Latvia; Netherlands; Norway; Poland; Portugal; Romania; Russia; Sweden; Slovakia; T�rkiye; Ukraine,Canada; Greenland; Mexico; United States; Argentina; Chile; Falkland Islands; Uruguay; Venezuela; Australia; New Zealand; Algeria; Egypt; Morocco; Tunisia; South Africa; Afghanistan; China; Israel; India; Iraq; Iran; Japan; North Korea; South Korea; Kazakhstan; Mongolia; Nepal; Pakistan; Taiwan; Uzbekistan; Russia; Guatemala,Grain; Seeds,,Pest spreads to maximum extent,2,1,5,10,,,,,,,2,1,10,,,,,,,,,No statutory action.,Fungal pest of grasses. Present and widespread in the UK but causing little damage.
25-Jul-22,Live,Tephritidae,Urophora christophi,,Insect,Regulated quarantine pest (Northern Ireland),,,,,,,,,,,,,,,,,,,,,,Rhaponticoides ruthenica,Absent,Russia,,Cut flowers or branches,Cut flowers or branches,Pest is introduced,,,,1,Regulated quarantine pest (Northern Ireland),,,,,,,,1,,,,,,,,,Statutory action in Northern Ireland. No statutory action in Great Britain.,Fruit fly from European Russia about which very little information is known. Considered to be of little phytosanitary risk to the UK
08-Oct-13,Live - Archived,Venturiaceae,Venturia nashicola,Scab of Japanese pear,Fungus,Regulated quarantine pest  (Northern Ireland),,,,,,,,,,,,,,,,,,,,,,Pyrus; Pyrus bretschneideri; Pyrus pyrifolia; Pyrus pyrifolia var. culta; Pyrus ussuriensis,Absent,,China; Japan; South Korea; Taiwan,Fruits or vegetables; Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,3,1,9,Regulated quarantine pest (Northern Ireland),,,,,,1,3,3,,,,,,,,,No statutory action in Great Britain. Statutory action in line with regulations for Northern Ireland.,Asian fungal pest. Affects only Asian pear species; so unlikely to be a risk to European production.  
08-Oct-13,Live,Plectosphaerellaceae,Verticillium albo-atrum,Verticillium wilt; Verticillium wilt of tomato; Wilt of potato,Fungus,Regulated non quarantine pest,,,,,,,,,,,,,,,,,,,,,,Corylus avellana; Cydonia oblonga; Fragaria; Solanum lycopersicum; Malus; Medicago sativa; Pyrus; Solanum tuberosum,Present (Widespread),Austria; Belgium; Bulgaria; Cyprus; Czech Republic; Germany; Denmark; Estonia; Spain; Finland; France; Greece; Croatia; Hungary; Ireland; Italy; Lithuania; Luxembourg; Latvia; Netherlands; Poland; Portugal; Romania; Sweden; Slovakia,Canada; Mexico; United States; Argentina; Brazil; Chile; Colombia; Ecuador; Guyana; Peru; Uruguay; Venezuela; Australia; New Zealand; Angola; Congo (Democratic Rep.); Ethiopia; Kenya; Morocco; Madagascar; Malawi; Nigeria; Tunisia; Tanzania; South Africa; Zimbabwe; Afghanistan; Bangladesh; China; India; Iran; Japan; Kyrgyzstan; Cambodia; North Korea; Laos; Lebanon; Myanmar; Philippines; Pakistan; Saudi Arabia; Syria; Taiwan; Uzbekistan; Belize; Cuba; Guatemala; Nicaragua; Puerto Rico; El Salvador,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest spreads to maximum extent,4,3,2,24,Regulated non quarantine pest,,Industry accreditation scheme,,UK local or industry awareness,Targeted UK projects,4,2,16,,,,,,,,,Statutory action in line with legislation,Disease which was regularly surveyed and regulated in 80's and 90's on hops.
01-Oct-20,Live,Plectosphaerellaceae,Verticillium albo-atrum (sensu stricto),verticillium wilt,Fungus,Regulated non quarantine pest,,Rapid addition via a workshop. Some areas of assessment may require more research.,,,,,,,,,,,,,,,,,,,,Corylus avellana; Cydonia oblonga; Fragaria; Solanum lycopersicum; Malus; Pyrus,Present (Widespread),Austria; Belgium; Bulgaria; Switzerland; Cyprus; Czech Republic; Germany; Denmark; Estonia; Spain; Finland; France; Greece; Croatia; Hungary; Ireland; Italy; Lithuania; Luxembourg; Latvia; Netherlands; Norway; Poland; Portugal; Romania; Serbia; Russia; Sweden; Slovenia; Ukraine,Canada; Mexico; United States; Argentina; Brazil; Chile; Colombia; Ecuador; Guyana; Peru; Uruguay; Venezuela; Australia; New Zealand; Angola; Congo (Democratic Rep.); Ethiopia; Kenya; Morocco; Madagascar; Malawi; Nigeria; Tunisia; Tanzania; South Africa; Zimbabwe; Afghanistan; Bangladesh; China; India; Japan; Kyrgyzstan; Cambodia; North Korea; Laos; Lebanon; Myanmar; Philippines; Pakistan; Saudi Arabia; Syria; Taiwan; Uzbekistan; Belize; Cuba; Guatemala; Nicaragua; Puerto Rico; El Salvador,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest spreads to maximum extent,4,3,5,60,Regulated non quarantine pest,,,,UK local or industry awareness,,2,3,30,,,,,,,,,Statutory action in line with legislation,Fungal disease affecting many plant species; especially fruit crops. The strain which affects hops has now been described as a new species; Verticillium nonalfalfae.
08-Oct-13,Live,Plectosphaerellaceae,Verticillium dahliae,Verticillium wilt; Verticillium wilt of cotton,Fungus,Regulated non quarantine pest; EPPO A2,,,,,,,,,,,,,,,,,,,,,,Acer; Albizia julibrissin; Brassica; Capsicum annuum; Carya illinoinensis; Corylus avellana; Cydonia oblonga; Cynara cardunculus; Fragaria; Gossypium; Humulus; Humulus lupulus; Malus; Mentha; Olea europaea; Pistacia vera; Prunus; Prunus armeniaca; Prunus domestica; Prunus dulcis; Prunus persica; Prunus salicina; Pyrus; Solanum,Present (Widespread),Austria; Belgium; Bulgaria; Switzerland; Cyprus; Czech Republic; Germany; Denmark; Spain; France; Greece; Croatia; Hungary; Italy; Malta; Netherlands; Portugal; Russia; Slovenia; Slovakia; T�rkiye; Ukraine,Canada; United States; Argentina; Brazil; Chile; Peru; Australia; New Zealand; Congo (Democratic Rep.); Egypt; Kenya; Madagascar; Mozambique; Rwanda; Tunisia; Tanzania; Uganda; South Africa; Zambia; Zimbabwe; Armenia; Azerbaijan; China; Israel; India; Iraq; Iran; Jordan; Japan; Kyrgyzstan; South Korea; Kazakhstan; Lebanon; Pakistan; Syria; Tajikistan; Turkmenistan; Taiwan; Uzbekistan; Russia; Cuba; Trinidad and Tobago,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest spreads to maximum extent,4,3,5,60,Regulated non quarantine pest,,Industry accreditation scheme,,UK local or industry awareness,,2,3,30,,,,,,,,,Statutory action in line with legislation,Fungal disease affecting many plant species; especially fruit crops and hops. This pathogen was regulated in the 1980s and 1990s on hops; but is now regulated on a wider range of hosts. 
21-Apr-20,Live,Plectosphaerellaceae,Verticillium nonalfalfae,,Fungus,Regulated non quarantine pest,,Rapid addition via a workshop. Some areas of assessment may require more research,,,,Seems likely under-reported,,,,Lots of experimental hosts (Kason et al. 2015. Plant Disease 99: 823-835) but relatively few natural infections reported. ,,,,,,,,,,,,Acer pensylvanicum; Actinidia; Ailanthus altissima; Aralia spinosa; Ceanothus integerrimus; Humulus lupulus; Solanum tuberosum; Spinacia oleracea; Solanaceae (family),Present (Unknown Distribution),Belgium; Germany; Luxembourg; Poland; Russia; Slovenia; Slovakia,Canada; United States; New Zealand; China; Russia,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest spreads to maximum extent,4,3,2,24,RNQP,,,,,,2,3,12,,,,,,,,,Statutory action in line with legislation,Fungal pathogen affecting hops and other plants. This species used  to be regarded as a strain of Verticillium albo-atrum; which was regulated in the 1980s and 1990s on hops. 
08-Oct-13,Live,Tospoviridae,Watermelon silver mottle orthotospovirus,,Virus or Viroid,EPPO A1,,Whether thrips species found in the UK could vector this virus,,,,,,,,Whether impacts are seen on cucumber and tomato crops; or only melon and watermelon,,,,Whether planting material or thrips pose the greatest threat.  Whether thrips species found in the UK could vector this virus,,,,,,,,Benincasa hispida; Citrullus lanatus; Cucumis melo; Cucumis sativus; Solanum lycopersicum,Absent,,China; India; Japan; Taiwan,Plants for planting (except seeds bulbs and tubers),,Pest is introduced,2,2,4,16,T. palmi is a quarantine pest,,,,,,1,2,8,,,,,,,,,Statutory action but not specifically regulated due to the mitigations provided by the vector listing (Thrips palmi),Virus found in limited parts of southern and eastern Asia; primarily affecting melons and watermelons. A watching brief will be maintained for any additional information about impacts on tomatoes or cucumbers. Mitigations against entry of the only known vector; Thrips palmi; also serve to mitigate against the entry of this virus.
